Application mode,Application order,Course,Father's qualification,Mother's occupation,Father's occupation,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),GDP,units_approved_rate_1st,units_approved_rate_2nd,Target_Graduate
4,1,7,1,5,9,1,0,1,1,0,21,5,3,0,0,0,0,5,5,0,0,-3,0.018243542800685412,-0.00036407351248537046,0
15,1,11,10,8,3,1,0,1,1,1,18,6,15,1,13,0,0,6,12,3,10,1,0.31276534007754897,0.41560875592897295,0
1,1,9,1,10,11,1,0,1,1,0,19,5,6,2,10,0,0,5,9,3,12,0,0.99696647152514,0.8180353659602567,0
1,2,14,28,8,3,1,0,1,0,0,18,6,7,6,11,0,0,6,10,5,13,0,0.8336354084902647,0.834839194201897,1
1,5,14,14,29,4,1,0,1,1,0,19,6,7,6,12,0,0,6,7,6,13,-3,0.9899303765514407,0.9917888564376259,0
8,1,10,28,10,9,1,0,1,1,1,20,6,6,6,12,0,0,6,6,6,12,1,0.6810635405910082,1.005773597673319,1
1,1,10,27,10,10,0,0,1,0,1,35,6,7,6,13,0,0,6,7,6,13,0,1.0001411632582788,1.0083865922124478,1
15,1,6,27,10,7,1,0,1,1,0,18,6,6,5,10,0,0,6,12,6,12,-1,0.6682158730119228,0.8613817535235495,0
14,9,9,27,10,5,1,0,0,0,0,20,5,10,2,10,0,0,5,8,0,10,3,0.40083300914377545,0.25262214951647916,0
12,1,9,27,29,11,1,0,1,0,0,23,5,8,5,11,0,0,5,8,3,11,-3,0.8222540610735354,0.8162987417182949,1
1,1,5,14,3,5,1,0,1,0,1,20,6,6,6,12,0,0,6,7,6,12,3,0.9976214883757243,1.0064089435805486,1
17,1,9,27,16,29,1,0,0,0,1,21,16,18,10,12,0,10,12,12,12,13,-4,0.8149259526859656,1.0050324913073843,1
12,1,9,27,3,8,0,0,1,0,0,32,5,6,5,12,0,0,5,17,5,14,0,0.8198390744034844,0.9947288870644576,1
1,5,12,3,5,6,1,0,1,0,0,18,5,8,2,13,0,0,5,10,3,11,-1,0.6403839841310471,0.6308592325493825,0
14,1,14,27,5,1,0,0,1,0,0,35,6,11,2,11,0,0,6,18,3,12,0,0.5921894191281957,0.4198651413968547,0
4,1,4,28,10,9,1,0,0,1,0,18,0,-1,0,0,0,0,0,-1,0,0,1,0.037289162779581705,0.030843241176667834,0
1,1,15,1,6,8,1,0,1,0,1,18,6,6,6,12,0,0,6,6,6,12,0,1.0083585217280062,1.00247778541,1
1,3,12,1,5,6,1,0,1,0,0,18,8,11,7,12,0,0,8,9,8,13,2,0.8389022013797487,0.4490373767216553,1
1,2,9,28,6,7,1,0,1,0,1,18,5,11,2,11,0,0,5,10,4,11,-3,0.6395929217486876,0.8365377832815544,1
8,1,12,27,10,6,1,0,1,0,0,23,10,13,5,12,0,5,11,11,7,12,1,0.510211875260594,0.4218117661709397,0
12,1,3,27,5,1,0,0,1,0,0,23,5,6,0,10,1,0,6,10,0,0,0,0.004414189763624852,0.0047622670685216265,0
1,1,11,14,10,9,0,0,1,0,1,19,6,6,6,12,0,0,6,0,6,13,-1,1.0047566614811858,0.9984163557752076,1
1,1,15,28,5,8,1,0,1,0,0,19,6,6,2,14,0,0,6,5,6,13,0,0.6448559947382836,0.40428940171854877,0
1,1,5,27,10,4,1,0,1,0,1,18,6,6,6,15,0,0,6,6,6,12,0,1.0098929881061864,1.002319734102675,1
1,1,17,27,10,10,1,0,1,0,1,33,11,15,5,11,0,0,12,8,5,13,1,0.8624269599986074,1.0004722056567945,1
14,1,14,24,5,3,0,0,1,0,0,19,6,5,0,0,2,0,6,5,0,0,-4,0.03920363528316959,0.02645875977363656,0
8,1,15,1,6,11,1,0,1,0,0,18,6,9,2,12,0,0,6,9,3,13,-3,0.6753118673814389,0.6689458421469827,0
14,1,3,27,16,29,0,0,1,0,0,34,15,20,18,12,0,9,12,21,12,12,-4,1.0010820262197622,1.0063652442223623,1
1,1,15,14,6,5,1,0,1,0,1,19,6,7,6,13,0,0,6,6,6,13,2,1.0184188123608497,1.0134038898612672,1
16,1,5,3,5,5,1,0,1,1,0,20,0,6,0,0,0,0,6,0,0,0,-4,0.020720368262752295,-0.006652879303839389,0
1,5,12,28,6,8,1,0,0,0,1,19,8,8,7,15,1,0,7,9,8,14,-3,0.8357003251627325,0.8328638544211882,0
8,3,14,3,5,9,1,0,1,0,0,20,7,11,2,13,0,0,7,11,3,13,2,0.5451660683270303,0.5804008833878114,0
1,1,9,28,10,8,1,0,1,0,0,20,5,8,5,12,0,0,5,8,5,13,-3,0.9981009970894558,0.8490726792709468,1
9,1,14,1,6,9,1,1,0,1,0,20,6,12,6,12,0,0,6,12,3,12,0,0.6484765759183815,0.38216951200084837,0
1,3,9,27,8,11,1,0,1,0,1,18,5,7,6,14,0,0,6,6,6,13,2,0.9949137558034475,1.005673369182081,1
6,1,3,27,10,10,0,0,1,1,0,21,11,8,6,15,0,0,11,14,6,13,0,1.0014957358053589,0.9998190980209686,1
1,1,8,27,6,9,0,0,1,1,1,29,5,11,5,10,0,0,5,9,5,13,3,0.6240222899635139,0.8317523527675279,1
12,1,7,27,10,5,0,0,0,0,0,48,6,1,0,0,0,0,7,0,0,0,1,0.007293036043359741,-0.008006091732835396,0
12,1,9,27,13,4,1,1,0,1,0,24,5,8,2,10,2,0,5,10,3,10,3,0.6057142305739617,0.24095857397022802,0
13,1,2,1,5,4,1,0,0,1,0,28,0,1,0,0,0,0,3,0,2,0,2,-0.015513638149516468,0.29185118085889694,0
8,6,12,2,6,8,1,0,1,0,1,19,5,8,7,11,0,0,8,8,3,11,0,0.839115185157834,0.8328777061963835,1
14,1,7,3,10,2,0,0,1,1,0,27,6,13,2,14,0,0,5,16,0,10,0,0.6858668662841706,0.36740931704060314,0
14,1,17,27,6,10,1,0,1,1,0,18,5,8,4,12,0,0,5,5,3,11,0,0.6284937873888832,0.8439885265512922,1
1,3,10,1,6,4,1,1,1,1,0,18,6,6,6,13,0,0,6,9,6,13,2,1.0034258746756068,0.2950964027432618,0
12,1,3,27,10,8,0,0,1,0,1,40,6,6,6,11,0,0,6,9,5,13,0,0.8560841622059514,0.9967414459527313,1
1,3,14,28,6,4,1,0,1,0,1,19,5,8,5,11,0,0,5,9,4,13,0,0.998684417128995,0.9983017433819463,1
1,1,12,27,10,10,1,0,1,0,1,26,8,11,9,11,0,3,8,11,8,13,0,1.0084138162457505,0.8737975879385371,1
14,1,2,28,5,9,1,0,1,1,0,24,0,0,0,0,0,0,5,0,0,0,1,0.014130665370942975,-0.0013335400963130528,0
1,1,10,3,5,1,0,0,1,1,0,23,6,11,2,10,1,1,6,12,3,10,0,0.4494321589984256,0.42967203532913056,0
7,1,5,2,5,3,1,0,1,1,0,20,6,14,6,13,0,0,6,11,6,13,1,1.0040192364155383,0.9956387639079455,1
7,1,6,1,5,6,1,0,1,0,0,22,7,7,6,14,0,0,8,8,8,15,2,0.9878263510459202,0.9887222025787545,1
6,1,12,1,5,8,0,0,1,0,0,21,11,11,10,13,0,0,7,12,8,13,2,0.8316427642194181,0.9965002129174825,1
8,2,15,28,6,6,1,0,1,0,1,19,6,6,6,13,0,0,6,6,6,12,2,1.0058569640286685,1.0073376710147115,1
1,1,7,2,10,3,0,0,1,1,0,26,5,7,5,12,0,0,5,9,5,10,1,0.617991382947528,1.0001581435714848,0
8,1,7,28,5,4,1,0,1,0,0,26,5,6,0,0,0,0,5,5,0,0,0,-0.017129732801651355,0.004786379581129341,0
1,1,7,1,8,3,1,0,0,1,0,25,5,12,2,0,0,0,5,0,0,0,3,-0.0003008078197359041,0.3372248589883098,0
14,1,12,3,5,4,1,0,1,0,0,19,8,7,7,14,0,1,7,11,8,13,2,0.9974327196900641,0.997042480603833,1
14,1,9,28,20,6,0,0,1,0,0,24,14,21,10,11,0,10,12,12,12,13,3,0.8168355702594551,0.41631811792233386,1
8,3,2,3,6,6,1,0,0,1,1,18,6,0,0,0,0,0,6,0,0,0,-4,0.008815305228477443,0.01907833799276594,0
1,1,11,1,6,4,1,0,1,1,1,19,6,6,6,12,0,0,6,6,6,13,-4,1.007338184137549,1.015401559019945,1
14,1,14,1,8,9,1,0,1,0,1,20,6,6,6,12,0,0,6,9,6,15,0,0.995349747769253,0.9989041388388524,1
14,1,13,3,1,4,0,0,1,0,0,30,5,3,0,0,0,0,4,10,0,0,0,0.1545457613858669,-0.027000852492261952,0
8,1,8,3,5,6,1,0,1,0,0,34,0,-1,0,0,0,0,0,5,0,0,3,0.015858741957390857,0.03140117922537942,0
1,1,14,14,1,3,0,1,1,0,0,22,6,11,5,14,0,0,6,11,6,14,1,0.6444221085072455,0.636764384430794,0
1,1,9,1,10,11,1,0,1,1,0,19,5,8,2,12,0,0,5,10,0,0,-3,-0.0159576313341535,0.4392510270394634,0
12,1,17,27,10,10,0,0,0,1,1,53,5,6,0,0,4,0,5,5,0,0,-3,0.011948809278476717,0.004889809498245965,1
14,1,9,27,10,10,0,0,1,1,0,25,5,5,2,12,4,0,5,7,3,12,0,0.5865873215364149,0.1770638044686632,1
8,1,2,3,5,3,1,0,1,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0.02336568215807103,0.006065198570246574,0
3,2,12,3,6,11,1,0,1,0,1,19,8,8,7,12,0,0,8,8,8,16,-3,0.8476899183798058,0.8410405041126227,1
1,1,5,27,10,10,1,0,1,0,0,19,6,6,6,14,0,0,6,7,6,12,2,1.0051507831126976,1.0059268562332173,1
12,3,12,27,10,11,0,0,1,1,0,23,7,12,2,14,0,0,8,7,7,11,0,0.8520217234574208,0.8466238682080678,0
8,5,12,27,10,10,1,0,1,0,1,19,8,8,7,13,1,0,8,8,7,13,-3,0.6638132001121274,0.8373882682973148,1
1,2,11,14,6,11,1,0,1,0,1,27,6,12,6,12,0,0,6,6,6,12,1,1.007138719138139,0.8508059708016877,1
14,1,12,27,5,10,1,0,1,1,0,21,8,8,7,10,0,0,8,8,7,13,0,0.8402476054302783,0.8148370154053602,0
12,1,14,27,12,1,0,0,1,1,1,40,6,12,4,11,1,0,6,7,3,13,0,0.6592211560303934,0.010289897243755002,0
8,3,6,3,3,3,1,0,1,0,0,22,6,8,4,11,0,0,6,10,4,12,0,1.0023184612729352,0.3757430638094264,0
12,1,3,27,1,1,0,0,1,1,0,31,6,5,0,14,0,0,6,9,0,0,0,0.3952246250867521,0.003107384917279506,1
14,1,12,1,5,10,0,0,1,0,0,26,8,7,10,14,0,0,8,11,8,15,0,0.8244953088141447,1.0020299531318024,0
1,1,9,28,10,6,0,0,1,0,1,19,5,10,5,14,0,0,5,8,5,14,0,0.9936439997715455,0.8061155773373323,1
12,1,3,27,10,8,0,0,1,1,0,45,6,8,4,11,0,0,6,21,5,12,0,0.8585811349816453,0.8611883527080676,1
15,1,5,27,12,6,0,0,1,1,0,23,5,10,5,11,0,0,6,6,5,12,0,0.9976556044072379,0.4131638831081139,0
15,1,7,3,3,9,1,0,1,1,0,24,7,10,0,12,0,0,7,10,0,0,0,0.00343608457450133,-0.013678481986243201,0
1,1,17,27,6,9,0,0,1,1,0,34,5,5,5,14,0,0,5,5,5,14,-3,0.9955897586690657,0.9904806368793763,1
13,1,3,1,1,12,0,0,1,1,0,21,6,8,5,12,1,2,6,10,3,12,0,0.6733939016282317,1.0000905918963674,0
1,4,10,1,6,10,1,0,0,0,0,18,6,8,4,10,0,0,6,10,2,13,-1,0.6057333966985814,0.38616494180995237,0
1,1,9,28,10,10,1,0,1,0,1,18,5,8,5,14,0,0,5,8,5,11,-1,0.9899657229994434,0.8275174285652221,0
1,6,14,28,8,6,1,0,1,0,1,18,5,8,5,12,0,0,5,5,5,12,1,0.6107794786337702,0.9945634214933202,0
15,1,7,27,10,7,1,1,0,1,0,32,6,13,4,11,0,0,6,10,2,10,0,0.4568094093392808,-0.0037417011288115145,0
1,1,15,14,5,13,1,0,0,1,0,18,6,12,1,0,0,0,6,0,0,0,2,-0.00358078865477104,0.4041780682930951,0
8,4,9,1,6,3,0,0,1,0,0,18,5,6,5,13,0,0,5,5,0,10,0,0.21697908564647017,0.6468405813165412,0
12,1,3,27,1,1,0,0,1,1,0,50,6,8,0,0,0,0,6,10,0,0,0,-0.003818292917357086,0.006510483927538238,1
1,1,6,28,6,6,0,0,1,0,1,19,5,8,5,13,2,0,5,8,5,13,2,0.8159929343310979,0.9972801572098338,1
12,1,17,27,10,9,0,0,1,1,1,31,5,11,2,12,0,0,5,11,0,0,0,0.4428115453007747,-0.007313644138092928,0
12,1,9,27,10,10,0,0,1,1,1,32,5,11,4,11,0,0,5,10,5,13,-1,0.6591508139639535,0.4819854601468432,0
14,1,12,27,5,9,1,0,1,0,0,25,8,11,7,14,0,0,8,10,7,12,2,0.6576918937132941,0.8459525583641196,0
8,6,5,14,5,9,1,1,1,1,0,18,6,6,1,12,0,0,6,5,2,12,3,0.2321454178872993,0.4157242510831596,0
1,1,11,14,10,9,1,0,0,1,1,20,6,12,0,13,0,0,0,0,0,0,0,0.008713817483717141,-0.003325946808921428,0
1,1,15,2,6,4,1,0,1,1,0,18,6,7,6,12,0,0,6,8,5,13,1,1.0014430473271427,0.2697110470295958,0
8,1,5,1,10,9,0,0,1,1,1,20,6,8,6,13,0,0,6,7,6,13,0,0.8134276722823772,0.9952672618066493,1
15,1,4,3,5,7,0,0,1,1,0,31,17,17,15,12,0,4,12,20,12,12,0,0.6187731451856054,0.290354035847865,0
1,1,12,27,10,6,1,0,1,1,1,18,5,8,4,11,0,0,5,8,5,14,-3,0.9945069140099015,0.8391962208963585,1
14,1,9,5,10,9,0,0,1,1,0,46,5,5,0,0,0,0,5,5,0,0,0,-0.004786313619783912,-0.003868446853022094,0
14,1,4,27,27,22,0,0,1,1,0,37,14,22,15,11,0,5,12,12,10,13,0,0.8772739448527934,0.4453920845649946,1
12,1,16,3,7,11,0,0,0,0,0,24,6,11,6,12,0,0,6,22,6,13,0,0.6333187673135436,0.384477193607617,0
1,1,12,28,4,6,1,0,1,0,1,19,7,8,7,13,0,0,8,9,8,13,2,0.6930989080744437,0.8370159274018314,1
1,1,9,14,6,11,1,0,1,0,1,19,5,8,2,11,0,0,5,10,3,12,1,0.4269366221513338,0.8427435952376752,0
8,1,6,27,4,10,1,0,0,0,0,19,5,11,2,11,0,0,5,8,5,14,1,0.5960358594675778,0.39970141935996434,0
1,1,9,1,6,8,0,0,1,0,1,19,5,7,5,15,0,0,5,8,8,13,-3,0.5975837542944611,1.001804926723725,1
1,1,16,1,5,4,1,0,1,0,1,19,6,12,6,14,0,0,6,7,6,13,0,0.9998730383398786,0.9996931379471747,1
14,1,11,1,6,2,0,0,1,0,0,18,6,7,6,12,0,0,6,7,6,13,0,0.9971379384493831,0.8497389771024794,0
1,1,16,14,10,11,1,0,1,0,0,20,6,6,6,12,0,0,6,7,6,15,0,1.003186872884533,1.00796042696671,1
12,1,6,14,5,2,0,0,1,1,0,31,5,6,0,14,1,0,5,6,0,0,0,-0.004170816536179971,0.014119233317499248,0
12,1,17,1,10,11,0,1,1,1,0,25,7,12,2,12,0,1,6,9,3,10,0,0.6427776718327768,0.42082182738639207,0
1,4,12,27,8,10,1,0,1,0,1,25,7,13,7,11,0,0,8,9,8,12,0,1.0028914975084735,0.8347633449878678,1
12,1,3,24,12,1,0,0,1,0,0,23,5,9,3,14,2,0,5,16,5,12,0,0.8154921496948784,0.46284747553156386,0
1,3,9,28,6,2,0,1,1,0,1,19,8,7,7,12,0,0,8,8,8,13,0,0.9859970174292904,0.9979958588104172,1
1,1,14,27,8,6,0,0,1,0,1,18,6,8,5,11,0,0,6,9,6,12,1,0.6526681206504842,0.8569920467371829,1
1,1,4,1,29,9,0,0,1,0,0,20,6,14,6,14,0,0,6,9,6,11,0,1.0030024308762981,0.8510473479525658,0
12,1,17,1,10,10,1,0,0,1,0,25,5,6,2,15,0,0,5,5,4,10,-3,0.9871632181559095,0.3805744122801274,0
1,1,4,14,10,3,1,0,0,1,0,25,6,12,0,0,0,0,6,0,0,0,3,0.039643693915191666,0.012008054117819921,0
1,1,11,1,6,11,0,0,1,0,1,20,6,7,6,13,0,0,6,10,6,13,2,0.8335978633757334,0.9928538827708642,1
1,1,10,1,6,4,1,0,1,1,0,19,6,6,6,13,0,0,6,6,6,12,1,1.0073295031405587,0.9966423699387276,1
3,1,10,14,5,5,1,0,1,0,1,24,6,6,6,11,0,0,6,6,6,0,1,1.0009878654028785,1.0030032365598853,1
15,1,8,14,6,9,1,0,1,1,1,20,6,12,6,12,0,0,6,10,6,13,1,1.0037642032070722,0.8664615324480943,1
8,5,14,28,6,10,1,0,1,0,1,19,6,6,6,13,0,0,6,6,6,13,2,0.9972681892366452,0.9998965354241369,1
8,1,2,3,5,11,1,0,1,0,0,26,0,0,0,0,0,0,5,-1,0,0,-1,-0.008487906029121995,0.02343173938050783,0
12,1,12,27,10,9,0,0,1,0,0,28,8,8,7,14,0,0,8,8,7,13,0,0.8115422311735365,0.8396371876287464,1
1,6,10,28,10,9,1,0,1,0,1,18,6,13,5,12,0,0,6,6,5,12,3,1.0043630599314184,1.005283410945444,1
1,1,14,1,5,7,1,0,1,1,0,20,6,12,4,12,0,0,6,12,3,12,0,0.663950702988961,0.38766030950951297,0
1,3,9,27,10,7,1,0,1,1,0,19,5,5,5,10,0,0,5,5,5,12,0,0.5949441919653314,0.8216449552666785,0
1,3,13,1,5,8,1,0,1,0,1,18,6,7,6,13,0,0,6,7,8,14,-3,1.0036696111216161,0.9980876897773423,1
1,1,9,3,6,11,0,0,1,1,1,23,5,5,5,12,0,0,5,10,5,13,1,0.6424915576170996,0.9957624371666282,1
12,1,10,10,22,1,0,0,1,0,0,30,6,7,4,12,0,0,6,7,5,11,0,0.8442005245515994,0.8322151625842962,1
1,1,10,14,10,10,1,0,1,0,1,20,6,6,6,12,0,0,6,6,6,13,1,1.0072747689733552,1.0065602379217145,1
1,1,9,28,10,10,1,0,1,0,0,19,5,5,5,10,0,0,5,6,5,12,1,1.0027759479032758,0.9976059623513182,0
8,1,16,27,10,11,1,0,1,0,0,18,7,12,6,12,0,0,7,7,7,13,0,0.9988318292487777,0.8381792051787899,1
1,3,9,1,6,4,1,0,1,0,0,23,5,5,4,10,0,0,5,5,5,12,0,0.9847770148604846,0.2752692193727485,0
12,1,9,1,8,9,0,0,1,0,0,25,5,9,3,14,0,0,5,9,3,10,-3,0.5726308117590262,0.8196055120594825,0
12,1,3,27,10,10,0,0,1,1,0,39,6,6,0,10,0,0,6,16,0,0,2,0.001408864798052595,0.004312069724228794,0
1,1,14,28,6,6,0,0,1,0,0,18,6,6,6,14,0,0,6,6,5,12,2,1.004893877746456,1.0029152465442224,1
8,1,16,27,8,8,1,0,1,0,1,22,10,14,5,12,2,0,7,12,3,12,0,0.8229048706597539,0.8422236184407598,0
14,1,14,3,5,1,0,0,0,0,0,29,6,4,0,0,0,0,6,5,0,0,0,0.4004424476277879,0.0014286459371705682,0
14,1,9,27,10,8,0,0,1,0,0,29,15,12,13,11,0,4,12,13,12,12,0,0.6559035916498989,0.48217795133267943,0
8,4,12,1,6,8,1,0,1,0,1,19,8,8,7,13,0,0,8,14,7,13,0,0.8380100951861096,0.866266828789009,1
1,1,6,1,5,4,0,0,1,0,0,19,13,7,10,14,0,10,8,9,8,12,0,0.995800411227417,1.000591929086101,1
8,1,17,1,5,9,0,0,1,1,0,23,5,6,5,13,0,0,5,6,5,12,0,0.6675171833656549,0.5552394750033074,1
1,2,7,28,10,10,1,0,1,1,0,23,6,11,1,10,0,0,6,10,3,12,1,0.6574387928879328,0.39031971441228097,0
1,1,6,27,10,10,1,0,1,0,1,21,5,12,2,11,0,0,8,13,2,11,-1,0.8354189564337311,0.8340288679420887,1
1,1,16,14,20,8,0,0,1,0,1,27,6,7,6,11,0,0,6,9,5,14,0,0.8371949526400463,0.8356538888196696,1
1,1,10,27,10,7,1,0,1,0,0,18,6,6,6,11,0,0,6,12,6,12,2,1.0052879560378225,1.007792455760034,1
1,1,9,28,6,6,0,0,1,0,0,18,5,8,4,14,0,0,5,5,5,14,1,0.5935687513940884,0.9939754294117916,1
8,1,15,1,5,8,0,0,1,0,0,18,6,7,6,12,0,0,7,7,6,13,2,0.996777561898692,1.004173412866968,1
1,1,15,28,5,3,1,0,1,0,1,19,6,6,6,13,0,0,6,6,6,13,-3,1.0148781627322465,1.0052455390125143,1
1,2,2,3,5,8,1,0,1,1,0,18,0,0,0,0,0,0,0,0,0,0,3,-7.175144126342044e-06,0.004867152847120229,0
17,1,9,27,16,42,0,0,1,0,0,30,15,15,16,12,0,10,12,14,11,13,0,0.815858448076196,0.8428351732152576,1
1,1,2,27,6,3,1,0,1,1,1,20,6,13,6,12,0,0,6,13,6,11,-4,0.8244109183913049,0.6152920783138607,0
8,1,9,28,10,7,1,0,0,0,0,19,5,8,1,10,0,0,5,7,3,10,1,0.6004146006457509,0.36364449599343607,0
1,4,9,2,5,9,1,0,1,0,0,22,5,6,0,0,0,0,5,5,0,0,0,0.008595055472130164,0.009062344824860135,0
12,1,4,27,10,8,0,0,1,1,0,28,6,12,5,11,0,0,5,18,4,14,-3,0.6238555978050407,0.3956339813727536,0
12,1,3,27,1,10,0,0,1,0,0,41,6,10,2,11,0,0,5,5,0,0,-3,0.30544646930585934,0.4112750392232159,0
14,1,3,5,1,1,0,0,0,0,0,19,6,11,2,10,0,1,6,12,2,12,0,0.3228490637481123,0.6831981884210359,0
1,3,12,27,10,10,1,0,1,0,0,23,8,11,7,12,0,0,7,10,7,13,-1,0.6577442838449838,0.6849756635553634,0
1,5,12,27,2,10,1,0,1,0,0,20,8,8,7,13,0,0,8,8,8,13,-3,0.8427227129682258,1.0019077638770166,1
1,3,5,1,10,4,1,0,1,0,1,19,7,6,6,11,0,0,6,6,3,13,3,0.8339307376078623,1.0053388411290038,1
1,6,12,27,10,8,0,0,1,0,1,19,8,8,7,14,0,0,8,11,8,13,-3,0.8522467416963518,0.8621583705175012,1
1,1,10,27,10,11,1,0,1,0,1,19,6,16,6,11,0,0,6,7,6,13,2,0.8498700418338103,0.8353743553358182,1
12,1,17,27,10,10,0,0,1,1,0,24,5,8,4,15,0,0,5,8,5,13,0,0.8215617469743272,0.9958363161950116,1
1,1,9,1,6,9,0,0,1,0,1,30,5,6,2,11,0,0,5,6,5,13,0,1.0033041444926714,0.9992984968064993,1
1,2,9,1,5,9,1,0,0,1,0,19,5,5,0,0,3,0,5,-1,0,0,-3,0.028964364340498903,0.011836906936659744,0
1,1,2,27,10,10,0,0,1,1,1,18,0,0,0,0,0,0,0,0,0,0,-4,0.004375443422413167,0.005356913845386047,0
8,1,8,3,10,3,1,0,1,1,0,23,0,0,0,0,0,0,4,5,0,0,3,0.02489349879890131,0.022733559524367633,0
1,1,12,28,6,4,1,0,1,0,0,19,7,8,7,12,0,0,8,9,8,14,0,1.0067405515163637,0.8252421561667536,1
1,2,5,14,10,11,0,0,0,0,0,19,6,11,5,11,0,2,6,13,5,12,2,0.639815397483418,0.3822071847151746,0
1,1,5,27,10,6,1,0,1,1,0,20,6,7,6,12,0,0,6,9,6,12,0,1.010531683296909,1.0024648802358416,0
1,1,8,1,10,11,1,1,1,1,1,20,6,6,6,11,0,0,6,6,0,0,0,1.004400607171527,0.5378025613874149,0
1,5,12,27,5,4,0,0,1,0,0,20,7,12,7,12,0,0,8,9,5,13,2,1.0036150544101259,0.8187175506128358,0
1,1,14,1,6,5,1,0,1,1,0,19,6,11,6,12,0,0,6,9,2,13,2,0.8303639300168386,0.853007995530747,0
1,1,12,1,4,3,0,1,0,1,0,21,5,12,2,12,0,0,5,7,0,0,0,0.006160635792593797,0.4468189407354598,0
8,1,10,27,10,7,1,0,1,0,1,20,6,12,5,11,0,0,6,7,5,12,1,0.8549635716588166,0.8600413428701572,1
1,1,12,1,5,2,1,0,1,0,0,33,7,12,2,0,0,0,7,10,0,0,3,0.48545911892677385,-0.007745883539190582,0
15,1,3,3,8,10,0,1,0,1,0,35,5,3,0,0,0,0,5,10,0,0,0,-0.0046722862450601504,0.010691208861363669,0
1,3,5,2,5,4,0,0,1,1,0,19,8,7,5,14,0,0,7,11,8,13,2,0.9901493732821882,0.9897966252371185,1
1,1,6,14,12,9,1,1,1,1,0,25,5,5,2,10,0,0,5,5,3,0,-1,0.18310085461513045,-0.002612744301432815,0
1,1,2,1,4,10,1,0,1,1,0,19,6,0,0,0,0,0,0,-1,0,0,3,0.005181662894098942,0.01859477097417571,0
1,1,10,1,7,5,1,0,1,1,0,18,6,11,4,13,0,0,6,12,3,12,0,0.6649650537094974,0.4558143725484283,0
1,1,10,28,8,6,1,0,1,1,0,20,6,7,6,14,0,0,6,7,6,12,0,0.9964397810911111,0.9981657982647955,1
8,3,11,14,10,8,0,0,1,0,0,24,6,6,6,11,0,0,6,6,5,12,2,0.998682257800099,0.8302929556241196,1
8,1,14,1,6,8,1,0,1,0,0,18,6,8,5,12,0,0,6,9,3,13,0,0.8284082174112595,0.8336461881851642,1
1,1,12,1,4,5,1,0,1,0,0,21,7,9,7,13,0,0,8,12,7,13,-1,0.8243735843235162,0.8612116174765152,1
1,1,2,1,3,9,1,0,0,1,0,24,0,0,0,0,0,0,0,-1,0,0,-1,0.030321533813629214,0.00018379830501868088,0
1,1,2,1,5,9,1,0,1,1,0,23,0,5,0,0,0,0,0,-1,0,0,0,0.02952377867999361,-0.011459191162022323,0
7,2,5,14,6,9,1,0,1,0,1,19,6,8,6,11,0,0,6,6,3,11,2,0.9953806254046292,0.5105693301962697,0
12,1,7,14,1,12,0,0,1,1,0,23,5,6,0,0,0,0,5,6,0,0,1,0.25695335012928944,0.005860769808318162,0
8,1,12,1,5,11,0,0,1,1,1,24,8,8,7,14,0,0,8,9,8,15,-3,0.866807492638733,0.9945842313144793,1
1,1,16,3,10,3,1,0,1,1,1,19,6,15,6,12,0,0,6,7,3,12,0,0.6404776692924347,0.3450562072356674,0
1,4,15,27,8,6,1,0,1,0,1,18,6,6,6,11,0,0,6,6,6,13,-1,1.0031251930324585,1.0010013861938483,1
1,1,9,27,10,4,0,0,1,0,0,24,5,7,5,12,0,0,5,18,5,13,1,0.6220594455522562,0.8185483507904576,0
1,4,12,3,3,11,1,0,1,0,1,18,7,14,7,12,0,0,8,9,7,13,1,0.6670722759056653,0.6431271368921658,1
8,1,16,28,10,8,1,0,1,0,0,19,10,8,5,11,0,0,6,8,6,11,0,0.843188282145539,0.9994821553588926,1
14,1,7,1,6,12,0,0,0,1,0,27,5,5,0,0,0,0,5,5,0,0,-1,0.007344415328422239,0.016213740430409095,0
1,5,14,14,8,6,1,0,0,1,1,19,5,10,3,11,0,0,5,10,0,13,1,0.9979771558660541,1.0057193907617497,0
8,3,12,1,6,4,1,0,1,0,1,18,7,6,6,13,0,0,5,7,6,14,0,1.0032896142823615,1.0037550995079114,1
14,1,11,3,5,44,1,0,1,1,0,23,6,5,0,0,0,0,6,10,0,10,0,0.31052866959896935,0.011154245451157077,0
1,2,10,27,10,8,0,0,1,0,1,18,6,10,6,11,0,0,6,10,5,12,2,1.0050512669724583,1.0007787831152108,1
1,1,15,27,10,11,1,0,1,1,1,19,6,7,6,11,0,0,6,9,6,13,-4,0.8355997290765013,0.8610484099061955,1
8,1,14,28,5,9,0,0,1,0,1,18,5,8,5,11,0,0,5,6,6,11,0,0.8068420364332454,0.8680632906285211,1
16,1,17,27,23,20,0,0,0,1,0,39,15,13,15,12,0,11,13,11,5,13,3,0.9936106592556251,0.9999607843272332,0
