Unnamed: 0,Application mode,Application order,Course,Father's qualification,Mother's occupation,Father's occupation,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),GDP,units_approved_rate_1st,units_approved_rate_2nd,Target_Graduate
3342,1,1,5,14,5,5,1,0,1,1,1,20,6,6,6,12,0,0,6,8,6,12,0,1.0,1.0,1
3343,1,1,7,27,10,7,0,0,1,1,0,19,5,7,1,13,0,0,5,7,2,10,-3,0.2,0.4,0
3344,12,1,6,1,6,7,0,1,0,1,0,37,7,7,5,12,0,3,7,7,3,11,3,0.7142857142857143,0.42857142857142855,0
3345,1,1,11,28,10,9,1,0,1,1,0,19,6,13,2,12,0,0,6,12,1,13,0,0.3333333333333333,0.16666666666666666,0
3346,12,1,12,27,10,9,0,0,1,1,0,36,7,18,0,0,0,0,7,7,0,0,0,0.0,0.0,0
3347,12,1,9,27,10,10,0,0,1,1,0,29,5,0,0,0,0,0,5,0,0,0,-3,0.0,0.0,0
3348,12,1,4,27,10,5,0,0,1,1,0,30,6,10,6,11,0,0,6,10,5,11,0,1.0,0.8333333333333334,1
3349,16,1,14,1,4,11,0,1,1,1,0,32,6,15,2,12,0,0,6,7,0,0,2,0.3333333333333333,0.0,0
3350,1,1,3,1,3,10,1,0,1,1,0,26,6,6,6,11,0,0,6,6,6,11,1,1.0,1.0,0
3351,15,1,4,27,5,8,0,0,1,1,0,37,6,17,1,12,0,0,6,23,2,10,0,0.16666666666666666,0.3333333333333333,0
3352,12,1,7,10,5,4,0,0,1,1,0,27,6,7,3,12,0,2,6,7,2,11,0,0.5,0.3333333333333333,0
3353,1,1,15,1,6,8,1,0,1,1,1,18,6,7,6,12,0,0,6,8,5,11,0,1.0,0.8333333333333334,1
3354,1,1,12,27,10,10,0,0,1,1,1,18,8,8,8,15,0,0,8,8,8,15,-3,1.0,1.0,1
3355,12,2,4,14,5,2,0,0,0,1,0,32,8,12,2,11,2,0,7,9,0,0,-4,0.25,0.0,0
3356,15,1,7,14,4,5,0,0,1,1,0,20,5,12,1,13,0,0,5,8,3,12,1,0.2,0.6,0
3357,14,1,4,3,2,3,0,0,1,1,0,22,6,12,0,0,0,0,6,10,0,0,0,0.0,0.0,0
3358,12,1,12,14,4,4,0,0,1,0,0,32,7,0,0,0,0,0,8,0,0,0,1,0.0,0.0,0
3359,1,1,9,27,10,10,1,0,1,0,0,21,5,8,4,11,0,0,5,8,5,12,0,0.8,1.0,0
3360,8,4,14,1,5,8,0,0,0,0,0,19,6,7,3,12,0,0,6,10,5,13,1,0.5,0.8333333333333334,0
3361,1,1,15,1,10,10,1,0,1,0,1,18,6,6,6,13,0,0,6,6,6,14,3,1.0,1.0,1
3362,1,4,9,1,10,8,1,0,1,0,1,18,5,7,5,12,0,0,5,10,5,11,3,1.0,1.0,1
3363,4,1,9,27,3,6,1,1,0,0,0,38,5,6,0,0,0,0,5,5,0,0,-4,0.0,0.0,0
3364,8,3,16,24,1,1,1,0,1,0,0,21,6,8,5,11,0,0,6,8,4,10,0,0.8333333333333334,0.6666666666666666,0
3365,1,1,10,27,6,6,0,0,0,0,0,21,6,12,2,11,0,0,6,13,1,13,-3,0.3333333333333333,0.16666666666666666,0
3366,1,1,17,27,10,4,0,0,1,1,0,26,5,11,2,11,0,0,5,10,3,12,0,0.4,0.6,0
3367,1,4,12,28,10,4,1,0,1,0,0,19,7,7,6,14,0,0,7,7,6,14,0,0.8571428571428571,0.8571428571428571,1
3368,1,6,12,27,10,10,1,0,1,0,1,19,8,8,7,14,0,0,8,8,7,14,1,0.875,0.875,0
3369,8,1,11,1,10,11,0,1,1,0,0,18,6,9,4,11,0,0,6,12,3,11,0,0.6666666666666666,0.5,0
3370,4,1,9,27,10,10,0,0,1,0,0,25,5,0,0,0,0,0,5,0,0,0,-1,0.0,0.0,0
3371,1,6,12,1,6,5,1,0,1,0,0,19,14,22,7,12,5,6,14,22,7,12,0,0.5,0.5,1
3372,8,2,11,14,10,10,1,0,1,0,1,18,6,6,6,12,0,0,6,7,6,12,0,1.0,1.0,1
3373,8,1,9,27,10,8,0,0,1,0,1,19,5,8,5,12,0,0,5,6,5,11,0,1.0,1.0,1
3374,1,1,10,28,10,8,1,0,1,0,1,22,6,6,6,12,0,0,6,6,6,12,1,1.0,1.0,1
3375,15,1,4,28,7,7,1,0,1,0,0,21,6,11,6,13,0,0,6,12,6,12,-4,1.0,1.0,1
3376,8,1,6,27,10,10,1,0,1,0,1,21,6,6,6,14,0,0,6,8,6,14,3,1.0,1.0,1
3377,1,1,16,28,4,8,0,0,1,0,1,20,7,7,7,12,0,0,7,7,7,12,2,1.0,1.0,1
3378,1,1,9,27,10,10,0,0,1,0,0,19,5,6,4,11,0,0,5,10,3,11,1,0.8,0.6,0
3379,1,4,12,14,10,4,1,0,1,0,0,18,7,7,6,13,0,0,7,7,6,13,0,0.8571428571428571,0.8571428571428571,1
3380,12,1,12,14,10,9,0,0,1,0,0,26,7,12,3,13,0,0,7,11,3,12,0,0.42857142857142855,0.42857142857142855,0
3381,10,1,9,24,1,1,1,0,1,0,0,31,15,17,13,11,0,11,14,14,11,12,0,0.8666666666666667,0.7857142857142857,0
3382,8,1,10,28,10,9,1,0,1,0,1,18,6,6,6,15,0,0,6,7,6,14,2,1.0,1.0,1
3383,4,1,9,1,6,6,0,0,1,0,0,35,5,5,0,0,0,0,5,5,0,0,2,0.0,0.0,0
3384,1,1,6,27,10,10,1,0,1,0,0,19,5,10,2,14,1,0,5,9,3,11,-1,0.4,0.6,0
3385,1,1,10,28,8,8,0,0,1,0,1,19,6,9,5,10,0,0,6,8,6,10,-4,0.8333333333333334,1.0,1
3386,1,2,12,1,5,4,0,0,1,0,0,18,7,7,7,13,0,0,8,9,8,14,2,1.0,1.0,1
3387,8,1,6,28,5,10,0,0,1,0,0,20,6,8,6,13,0,0,6,16,6,11,1,1.0,1.0,1
3388,1,4,2,1,10,6,1,0,1,0,1,19,12,12,12,12,0,4,11,16,11,13,3,1.0,1.0,1
3389,14,1,10,27,6,6,0,0,1,0,1,21,6,15,2,10,0,0,6,8,5,12,1,0.3333333333333333,0.8333333333333334,0
3390,8,1,16,28,10,10,0,1,1,0,1,18,7,7,7,12,0,0,7,7,7,12,0,1.0,1.0,1
3391,13,1,12,14,5,10,0,0,1,0,0,23,8,8,8,12,0,0,8,8,8,12,-3,1.0,1.0,1
3392,1,1,5,1,10,10,0,0,1,0,1,21,6,7,5,13,0,0,6,6,6,12,0,0.8333333333333334,1.0,1
3393,1,1,9,28,10,10,0,0,1,0,1,19,5,7,5,12,0,0,5,6,5,11,2,1.0,1.0,1
3394,1,2,9,14,4,8,1,0,1,0,0,19,5,8,4,12,0,0,5,10,3,14,1,0.8,0.6,0
3395,17,1,6,27,5,10,1,0,1,0,0,20,11,15,11,13,0,4,9,9,9,13,3,1.0,1.0,1
3396,14,1,9,14,3,10,0,0,1,0,0,18,5,5,0,0,0,0,5,9,4,13,0,0.0,0.8,0
3397,1,1,12,27,10,8,1,0,1,0,1,18,8,8,8,14,0,0,8,8,8,14,-3,1.0,1.0,1
3398,1,5,12,14,5,5,0,0,1,0,0,19,7,7,6,14,0,0,7,7,6,14,0,0.8571428571428571,0.8571428571428571,1
3399,8,1,5,14,6,6,0,0,1,0,1,21,6,6,6,11,0,0,6,6,6,12,-3,1.0,1.0,1
3400,1,1,10,28,10,10,1,0,1,0,1,18,6,8,6,11,0,0,6,6,6,14,-1,1.0,1.0,1
3401,1,1,14,14,8,8,0,0,1,0,0,20,6,9,6,13,0,0,6,10,5,13,-4,1.0,0.8333333333333334,0
3402,1,1,15,28,10,6,0,0,1,0,0,18,6,6,5,13,0,0,6,6,6,13,-1,0.8333333333333334,1.0,1
3403,8,5,12,14,10,8,1,0,1,0,1,18,7,8,7,13,0,0,8,8,8,14,-4,1.0,1.0,1
3404,14,1,17,27,10,10,0,0,1,0,0,32,5,5,5,10,0,0,5,9,4,11,-3,1.0,0.8,0
3405,8,2,2,3,4,4,1,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1
3406,7,3,16,27,10,10,1,0,1,0,0,19,6,8,5,12,0,0,6,8,5,11,1,0.8333333333333334,0.8333333333333334,0
3407,1,3,12,14,10,4,1,0,1,0,1,18,8,8,8,14,0,0,8,8,8,14,-3,1.0,1.0,1
3408,1,6,12,1,5,6,0,0,0,0,0,18,8,8,0,0,8,0,8,8,0,0,-3,0.0,0.0,0
3409,1,5,15,28,4,6,1,0,1,0,0,20,6,7,6,13,0,0,6,6,6,12,2,1.0,1.0,1
3410,3,1,14,10,5,5,1,0,1,0,0,19,6,7,6,13,0,0,6,6,4,14,1,1.0,0.6666666666666666,0
3411,8,4,12,27,10,6,1,0,1,0,0,19,8,8,7,12,0,0,8,8,7,12,1,0.875,0.875,1
3412,8,1,9,28,8,6,0,0,1,0,0,18,5,9,1,11,1,0,5,10,0,0,-3,0.2,0.0,0
3413,1,4,12,14,5,8,1,0,1,0,0,18,7,0,0,0,0,0,8,0,0,0,-4,0.0,0.0,0
3414,8,3,12,14,8,9,1,0,1,0,1,18,7,8,6,13,0,0,8,11,7,12,1,0.8571428571428571,0.875,1
3415,8,6,12,28,3,10,1,0,1,0,0,20,7,8,6,13,0,0,8,11,6,14,2,0.8571428571428571,0.75,0
3416,1,1,15,3,3,6,0,0,1,0,0,19,6,6,6,12,0,0,6,6,6,12,0,1.0,1.0,0
3417,1,1,11,14,4,4,0,0,1,0,0,21,6,16,2,11,0,0,6,12,0,0,-1,0.3333333333333333,0.0,0
3418,1,1,16,27,10,10,1,0,1,0,1,19,7,7,7,13,0,0,7,7,7,14,2,1.0,1.0,1
3419,8,1,10,28,5,10,1,0,1,0,1,20,6,6,6,13,0,0,6,7,6,14,-4,1.0,1.0,1
3420,1,1,12,1,10,5,0,0,1,0,1,21,8,8,8,13,0,0,8,8,8,13,-3,1.0,1.0,1
3421,15,1,6,28,10,7,1,0,1,0,0,23,6,7,0,0,0,0,6,7,0,0,2,0.0,0.0,0
3422,8,1,10,28,6,9,0,0,0,0,1,18,6,10,6,12,0,0,6,6,2,11,-1,1.0,0.3333333333333333,0
3423,12,1,17,1,2,11,0,0,1,0,0,30,5,5,5,14,0,0,5,5,5,15,-1,1.0,1.0,0
3424,1,1,6,14,5,2,1,0,1,0,0,20,5,13,0,0,5,0,5,5,0,0,-3,0.0,0.0,0
3425,14,2,9,27,10,10,0,0,0,0,0,29,5,7,3,12,0,0,5,8,0,0,1,0.6,0.0,0
3426,9,1,9,28,6,6,1,0,1,0,0,24,5,5,5,10,0,0,5,11,2,11,1,1.0,0.4,0
3427,1,1,10,1,5,4,1,0,1,0,0,20,6,7,6,11,0,0,6,10,6,11,0,1.0,1.0,1
3428,14,1,3,27,10,10,0,0,1,0,0,27,6,6,4,12,0,0,6,6,6,14,0,0.6666666666666666,1.0,0
3429,4,1,9,27,10,10,0,0,1,0,0,23,5,0,0,0,0,0,5,0,0,0,0,0.0,0.0,0
3430,16,1,5,14,25,32,0,0,1,0,1,23,6,6,6,15,0,0,6,6,6,14,2,1.0,1.0,1
3431,1,3,12,1,5,5,1,0,1,0,0,18,8,8,7,14,0,0,8,8,7,14,-1,0.875,0.875,1
3432,1,1,15,28,10,8,1,0,1,0,1,19,6,6,6,14,0,0,6,6,6,14,-1,1.0,1.0,1
3433,8,6,12,27,5,10,1,0,1,0,0,19,7,7,7,13,0,0,8,8,8,14,0,1.0,1.0,0
3434,1,1,15,28,9,9,1,0,1,0,1,18,6,6,6,13,0,0,6,6,6,14,2,1.0,1.0,0
3435,1,2,5,1,5,8,1,0,1,0,0,19,6,6,6,11,0,0,6,7,6,13,-3,1.0,1.0,1
3436,1,1,15,28,5,8,0,0,1,0,1,18,6,7,6,13,0,0,6,10,6,13,0,1.0,1.0,1
3437,14,1,17,27,10,9,1,0,1,0,0,29,13,16,8,10,0,8,12,19,9,10,-3,0.6153846153846154,0.75,0
3438,12,2,13,27,4,8,0,0,1,0,0,24,7,10,6,11,0,0,8,9,8,11,0,0.8571428571428571,1.0,1
3439,8,2,13,28,10,9,1,0,1,0,0,19,7,16,2,12,0,0,7,12,2,11,3,0.2857142857142857,0.2857142857142857,0
3440,8,1,13,28,5,10,0,0,1,0,0,19,7,10,6,11,0,0,7,7,7,12,-1,0.8571428571428571,1.0,0
3441,1,1,14,14,5,9,0,0,1,0,0,19,6,8,3,11,0,0,6,11,5,13,1,0.5,0.8333333333333334,0
3442,8,4,11,14,10,8,1,0,1,0,0,20,6,7,6,11,0,0,6,8,5,12,2,1.0,0.8333333333333334,1
3443,1,2,15,14,10,10,0,0,1,0,0,18,6,6,6,13,0,0,6,6,6,12,1,1.0,1.0,1
3444,1,2,5,14,4,4,1,0,0,0,0,18,6,8,6,11,1,0,6,11,4,11,0,1.0,0.6666666666666666,0
3445,1,5,12,1,10,6,1,0,1,0,1,19,7,8,7,11,0,0,8,10,7,13,1,1.0,0.875,1
3446,7,1,6,3,3,2,1,0,1,0,0,19,6,7,6,15,0,0,6,6,6,14,0,1.0,1.0,0
3447,1,1,2,14,6,9,1,0,1,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1
3448,1,1,15,27,10,7,1,0,1,0,1,19,6,6,6,13,0,0,6,7,6,13,1,1.0,1.0,1
3449,1,2,12,3,3,3,1,0,1,0,1,18,7,7,7,14,0,0,8,9,8,14,0,1.0,1.0,1
3450,12,1,17,27,10,10,0,0,1,0,0,24,5,9,5,12,0,0,5,8,5,12,0,1.0,1.0,0
3451,12,1,12,14,6,7,0,1,1,0,0,28,7,12,4,13,0,0,7,7,5,13,0,0.5714285714285714,0.7142857142857143,0
3452,13,1,12,1,5,5,0,0,1,0,0,20,8,8,7,11,0,1,8,8,7,11,-1,0.875,0.875,1
3453,1,6,12,28,10,10,1,0,1,0,1,19,8,8,7,12,0,0,8,8,7,12,-1,0.875,0.875,1
3454,8,1,9,27,10,10,0,0,0,0,0,22,5,9,2,10,1,0,5,11,1,10,-3,0.4,0.2,0
3455,1,1,10,1,7,6,1,0,1,0,0,19,6,7,6,13,0,0,6,6,6,13,-1,1.0,1.0,1
3456,4,1,10,27,10,10,1,0,1,0,0,36,14,21,13,13,0,4,11,16,11,13,0,0.9285714285714286,1.0,1
3457,15,1,4,28,10,8,0,0,1,0,1,19,6,7,6,15,0,0,6,9,6,14,-4,1.0,1.0,1
3458,8,1,10,3,2,2,0,0,1,0,0,18,6,9,5,11,0,0,6,8,6,12,0,0.8333333333333334,1.0,1
3459,14,4,17,27,10,10,0,0,0,0,0,40,5,10,0,0,0,0,5,5,0,0,0,0.0,0.0,0
3460,1,2,12,27,10,8,1,0,1,0,1,19,7,7,6,12,0,0,7,7,6,12,0,0.8571428571428571,0.8571428571428571,1
3461,14,1,12,27,10,10,0,0,1,0,0,38,8,12,5,13,1,1,8,12,5,13,1,0.625,0.625,0
3462,4,1,6,27,8,8,0,0,1,0,0,32,10,20,4,11,2,3,9,13,3,11,-4,0.4,0.3333333333333333,0
3463,1,1,16,27,10,10,1,0,1,0,0,19,6,11,3,10,0,0,6,10,5,11,-3,0.5,0.8333333333333334,0
3464,8,3,5,1,5,5,1,0,1,0,0,19,6,6,6,13,0,0,6,7,6,13,3,1.0,1.0,1
3465,12,1,9,27,10,10,0,0,1,0,0,35,1,1,0,0,1,0,5,0,0,0,1,0.0,0.0,0
3466,1,1,9,14,4,11,1,0,1,0,0,20,5,5,4,12,0,0,4,4,2,11,0,0.8,0.5,0
3467,8,1,16,14,4,5,0,0,1,0,0,29,8,10,7,11,0,2,8,11,8,11,-1,0.875,1.0,1
3468,1,1,17,27,10,10,0,0,1,0,0,29,5,11,5,11,0,0,5,10,4,10,-4,1.0,0.8,0
3469,1,5,12,27,8,8,1,0,1,0,1,19,8,8,7,12,1,0,8,8,7,12,-3,0.875,0.875,0
3470,1,6,12,14,8,10,1,0,1,0,1,18,8,8,7,13,0,0,8,8,7,13,1,0.875,0.875,1
3471,12,1,3,14,1,11,0,1,0,0,0,25,6,7,6,13,0,0,6,6,6,13,0,1.0,1.0,1
3472,12,1,3,27,10,10,0,1,0,0,0,50,6,11,0,0,0,0,5,6,0,0,3,0.0,0.0,0
3473,1,1,9,24,1,1,0,0,1,0,0,24,15,17,14,11,0,13,14,15,13,12,0,0.9333333333333333,0.9285714285714286,0
3474,1,5,7,14,6,4,0,0,1,0,0,18,5,11,0,0,0,0,5,8,0,0,-3,0.0,0.0,0
3475,8,1,6,28,29,38,1,0,1,0,0,20,6,13,6,15,0,0,6,13,5,14,-4,1.0,0.8333333333333334,1
3476,7,1,4,27,5,10,1,1,1,0,1,20,18,19,18,15,0,11,13,13,13,14,-4,1.0,1.0,1
3477,14,1,17,27,10,10,0,0,1,0,0,21,10,20,6,11,0,5,10,17,5,12,-3,0.6,0.5,0
3478,12,1,10,1,10,4,0,1,1,1,0,28,8,15,7,11,0,0,6,17,1,10,1,0.875,0.16666666666666666,0
3479,1,1,11,27,10,8,0,0,1,1,1,19,6,6,6,13,0,0,6,6,6,13,1,1.0,1.0,1
3480,1,1,12,27,10,8,0,0,1,1,1,18,8,8,8,12,0,0,8,8,8,12,-3,1.0,1.0,1
3481,8,1,2,27,10,10,0,0,1,1,0,22,0,0,0,0,0,0,0,0,0,0,-1,0.0,0.0,1
3482,15,1,4,27,10,11,0,0,1,1,0,25,6,6,0,0,0,0,6,8,0,0,-4,0.0,0.0,0
3483,12,1,12,27,10,10,0,0,0,1,0,37,7,10,5,13,0,0,7,9,5,12,2,0.7142857142857143,0.7142857142857143,0
3484,12,1,12,27,8,8,0,0,0,1,0,38,7,11,5,12,0,0,7,11,4,11,2,0.7142857142857143,0.5714285714285714,0
3485,12,1,14,28,10,10,0,0,1,1,0,36,6,13,3,11,0,0,6,12,5,11,0,0.5,0.8333333333333334,0
3486,1,2,12,1,10,10,1,0,1,1,0,18,8,8,7,13,0,0,8,8,7,13,-1,0.875,0.875,1
3487,1,1,14,1,1,1,0,0,0,1,0,19,5,5,0,0,0,0,6,0,0,0,-3,0.0,0.0,0
3488,12,1,8,1,5,11,0,1,1,1,0,24,5,13,2,12,2,0,5,8,3,12,-3,0.4,0.6,0
3489,1,1,10,1,4,4,0,0,1,1,0,20,6,9,5,11,0,0,6,9,5,12,2,0.8333333333333334,0.8333333333333334,1
3490,1,1,2,27,10,10,1,0,1,1,0,21,0,0,0,0,0,0,0,0,0,0,-1,0.0,0.0,0
3491,14,3,17,27,10,10,1,0,1,1,0,32,5,5,0,0,0,0,5,5,0,0,0,0.0,0.0,0
3492,12,1,17,28,8,9,0,0,1,1,0,39,5,9,0,0,0,0,5,5,1,10,-1,0.0,0.2,0
3493,4,1,7,27,10,10,0,0,0,1,0,33,5,6,0,0,0,0,5,5,0,0,-1,0.0,0.0,0
3494,8,2,14,28,6,9,0,0,1,1,1,20,5,5,5,12,0,0,5,5,4,10,-3,1.0,0.8,1
3495,1,1,4,14,10,8,0,0,1,1,0,19,6,8,6,15,0,0,6,10,6,14,0,1.0,1.0,1
3496,12,1,17,27,6,9,0,0,0,1,0,43,5,13,2,11,0,0,5,12,3,10,0,0.4,0.6,0
3497,14,1,17,27,8,9,0,0,1,1,0,49,5,7,4,13,0,0,5,9,4,11,0,0.8,0.8,0
3498,1,2,15,28,6,8,1,0,1,1,1,18,6,8,6,12,0,0,6,6,6,13,-1,1.0,1.0,1
3499,12,1,4,27,29,44,0,0,1,1,0,27,6,6,0,0,0,0,6,6,0,0,2,0.0,0.0,0
3500,1,1,9,14,10,10,1,0,1,1,1,19,5,8,5,12,0,0,5,9,5,13,3,1.0,1.0,0
3501,12,1,5,27,10,11,0,1,1,1,1,45,6,6,6,13,0,0,6,6,0,0,0,1.0,0.0,0
3502,6,1,14,10,10,10,1,0,0,1,0,19,6,6,6,13,0,0,6,8,6,13,0,1.0,1.0,1
3503,15,1,4,3,10,7,0,0,1,1,1,21,6,15,6,11,0,0,6,8,4,11,0,1.0,0.6666666666666666,1
3504,1,1,14,1,6,10,0,0,1,1,1,18,6,8,6,12,0,0,6,7,5,13,0,1.0,0.8333333333333334,1
3505,8,3,9,27,6,8,0,0,1,1,0,18,5,10,0,0,1,0,5,13,0,0,-3,0.0,0.0,0
3506,8,1,11,27,6,2,0,0,0,1,0,29,6,12,0,0,0,0,6,6,0,0,-3,0.0,0.0,0
3507,1,1,14,1,5,10,0,0,1,1,0,19,5,6,5,11,0,0,5,5,5,11,-3,1.0,1.0,1
3508,1,1,9,14,10,8,1,0,1,1,1,18,5,7,4,11,0,0,5,6,4,12,1,0.8,0.8,0
3509,15,1,5,1,10,10,0,0,1,1,1,22,7,7,7,12,0,5,9,10,8,12,1,1.0,0.8888888888888888,1
3510,8,6,12,1,5,4,1,0,1,1,1,18,7,7,7,12,0,0,8,11,8,12,2,1.0,1.0,0
3511,15,1,8,14,5,8,0,0,1,1,0,20,6,12,5,12,0,1,6,11,2,15,0,0.8333333333333334,0.3333333333333333,0
3512,1,1,2,14,2,2,1,0,1,1,0,20,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0
3513,12,1,14,27,10,8,0,1,1,1,1,29,6,16,1,14,0,0,6,7,0,0,2,0.16666666666666666,0.0,0
3514,12,1,14,9,12,5,1,0,1,1,0,29,5,10,3,11,0,0,5,8,4,11,0,0.6,0.8,0
3515,14,1,15,1,5,6,1,0,1,1,0,23,6,15,1,13,0,0,6,8,4,11,-3,0.16666666666666666,0.6666666666666666,0
3516,8,1,2,10,3,10,1,1,1,1,0,19,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0
3517,1,1,7,28,10,10,1,0,1,1,0,18,5,10,0,0,0,0,5,11,1,12,0,0.0,0.2,0
3518,13,1,11,2,19,17,1,0,1,1,0,22,6,13,4,11,0,2,6,12,2,12,0,0.6666666666666666,0.3333333333333333,0
3519,14,1,17,27,10,10,1,1,1,1,0,34,10,10,7,11,0,4,10,10,6,11,1,0.7,0.6,0
3520,14,1,17,3,3,2,0,0,1,1,0,26,5,7,5,12,0,0,5,7,5,13,0,1.0,1.0,1
3521,8,1,2,27,8,10,1,0,1,1,0,24,17,19,13,11,0,12,17,25,12,11,2,0.7647058823529411,0.7058823529411765,0
3522,1,1,14,1,10,9,1,0,1,1,1,17,6,8,6,14,0,0,6,8,6,13,2,1.0,1.0,1
3523,14,4,14,3,5,5,0,0,1,1,0,21,5,11,2,10,0,0,5,10,3,10,-3,0.4,0.6,0
3524,12,1,17,4,5,3,0,0,1,1,0,34,5,5,5,14,0,0,5,5,5,14,-1,1.0,1.0,0
3525,15,1,4,28,7,8,1,0,1,1,0,19,6,8,6,12,0,0,6,9,6,13,1,1.0,1.0,1
3526,12,1,4,3,5,3,0,1,0,1,0,49,12,16,5,11,0,2,7,7,5,11,3,0.4166666666666667,0.7142857142857143,0
3527,14,1,12,4,5,6,0,0,1,1,0,23,7,14,5,11,0,0,7,14,6,12,0,0.7142857142857143,0.8571428571428571,0
3528,9,3,7,14,10,9,1,0,1,1,0,18,5,10,4,11,0,0,5,9,3,14,1,0.8,0.6,0
3529,1,1,12,1,5,11,0,0,1,1,0,20,7,9,5,12,0,0,8,9,7,13,0,0.7142857142857143,0.875,0
3530,1,3,14,1,3,4,1,0,1,1,0,19,6,6,6,13,0,0,6,9,5,13,3,1.0,0.8333333333333334,1
3531,13,1,4,1,3,7,1,0,1,1,0,24,9,13,8,13,0,5,10,12,9,13,0,0.8888888888888888,0.9,0
3532,1,1,9,28,5,8,1,0,1,1,0,18,5,5,5,13,0,0,5,5,5,15,3,1.0,1.0,1
3533,12,1,11,24,1,1,0,1,0,1,0,45,6,12,0,0,0,0,6,12,0,0,-3,0.0,0.0,0
3534,12,1,17,24,1,1,1,0,1,1,0,30,5,5,2,11,0,0,5,5,0,0,0,0.4,0.0,0
3535,16,1,17,4,5,11,0,0,1,1,0,28,15,17,13,12,0,9,13,13,9,11,3,0.8666666666666667,0.6923076923076923,0
3536,12,1,17,27,10,10,0,0,1,1,0,40,5,0,0,0,0,0,5,0,0,0,-1,0.0,0.0,0
3537,12,2,9,14,5,11,0,0,0,1,0,32,5,5,0,0,0,0,5,9,0,0,1,0.0,0.0,0
3538,8,5,11,27,6,6,1,0,1,1,0,19,6,12,4,12,0,0,6,12,4,10,0,0.6666666666666666,0.6666666666666666,0
3539,1,1,5,14,4,10,1,0,1,1,0,20,6,7,6,13,0,0,6,7,6,12,0,1.0,1.0,1
3540,8,1,7,3,5,3,0,0,1,1,0,18,5,10,1,10,0,0,5,7,0,0,-3,0.2,0.0,0
3541,8,1,14,27,10,10,0,0,0,1,0,20,6,6,6,11,0,0,6,9,2,13,1,1.0,0.3333333333333333,0
3542,12,1,17,28,10,5,0,0,1,1,0,39,5,7,4,12,0,0,5,7,4,12,-4,0.8,0.8,0
3543,8,1,6,28,5,9,0,0,0,1,0,19,6,11,5,13,0,0,6,11,5,13,2,0.8333333333333334,0.8333333333333334,0
3544,12,1,17,27,10,10,0,0,1,1,0,38,5,11,2,10,0,0,5,9,3,11,0,0.4,0.6,0
3545,8,3,12,27,5,10,1,0,1,1,1,18,7,7,6,13,0,0,7,7,6,13,0,0.8571428571428571,0.8571428571428571,1
3546,8,4,12,28,10,7,1,0,1,1,1,18,7,8,7,12,0,0,8,8,8,14,0,1.0,1.0,1
3547,14,1,8,24,1,1,0,0,1,1,0,28,5,9,0,0,0,0,5,5,0,0,0,0.0,0.0,0
3548,12,1,14,27,10,10,1,0,0,1,0,31,6,14,0,0,0,0,6,6,0,0,-1,0.0,0.0,0
3549,1,1,12,14,4,10,0,0,1,1,0,23,7,7,6,13,0,0,7,7,6,13,0,0.8571428571428571,0.8571428571428571,1
3550,1,1,12,14,32,44,1,0,1,1,0,21,7,9,6,12,0,0,8,12,5,12,2,0.8571428571428571,0.625,0
3551,12,1,10,27,10,10,0,1,0,1,0,33,6,8,0,0,0,0,5,6,0,0,0,0.0,0.0,0
3552,14,1,9,27,6,4,0,0,1,1,0,22,5,9,3,13,0,0,5,9,3,11,-1,0.6,0.6,0
3553,15,1,7,27,10,10,1,1,1,1,0,20,5,6,5,16,0,0,5,7,5,17,1,1.0,1.0,0
3554,8,1,14,28,4,4,0,1,1,1,0,19,6,7,6,13,0,0,6,9,5,13,3,1.0,0.8333333333333334,0
3555,15,1,6,28,5,2,1,0,1,1,0,20,6,11,6,13,0,1,6,7,6,13,0,1.0,1.0,1
3556,12,1,11,27,6,8,1,0,1,1,0,25,6,7,6,11,0,0,6,11,4,11,-3,1.0,0.6666666666666666,0
3557,12,1,4,1,10,5,0,0,0,1,0,25,6,0,0,0,0,0,6,0,0,0,0,0.0,0.0,0
3558,1,4,5,14,3,11,1,0,1,1,0,19,6,7,6,12,0,0,6,8,6,12,-3,1.0,1.0,0
3559,1,1,14,1,3,5,1,0,1,1,0,20,5,5,5,12,0,0,5,6,4,14,0,1.0,0.8,1
3560,12,1,12,14,5,5,0,0,1,1,0,33,7,7,5,13,0,0,7,9,0,0,0,0.7142857142857143,0.0,0
3561,8,5,15,27,6,6,1,0,1,1,0,19,6,7,6,13,0,0,6,8,6,13,0,1.0,1.0,1
3562,12,1,8,24,13,13,0,0,1,1,0,31,5,5,0,0,0,0,5,5,0,0,0,0.0,0.0,0
3563,15,1,7,28,3,4,0,1,0,1,0,24,6,6,2,16,0,2,7,7,2,16,3,0.3333333333333333,0.2857142857142857,0
